scenario missing freq.st1 freq.st2 freq.st3 freq.st4 freq.st5 Theta.i20.Syn Theta.i20.NSyn Theta.i40.Syn Theta.i40.NSyn Theta.i60.Syn Theta.i60.NSyn Theta.i80.Syn Theta.i80.NSyn Theta.i100.Syn Theta.i100.NSyn Div.Syn Div.Nsyn
SLiM_03_sum.txt_boot_015.txt 0 0.1 0.29 0.49 0.69 0.89 6623.88888888804 9728.22222222192 7735.30000000014 9566.89999999967 8743.1 10150.4999999995 9940.89999999979 12184.8999999998 10514.5999999997 13979.6999999999 133931 293039
SLiM_03_sum.txt_boot_015.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 6667.05952380916 9708.84920634903 7762.23095238083 9575.93571428555 8796.35238095229 10217.9162698411 10084.5670634919 12292.793253968 10334.1376984127 13919.9055555554 133964 293077
SLiM_03_sum.txt_boot_015.txt 0.25 0.1054 0.2973 0.4973 0.6973 0.8919 6662.50317460298 9678.97738095237 7748.23888888887 9606.70793650799 8798.17936507937 10184.5825396826 10024.6551587302 12302.7730158731 10367.6194444444 13952.9428571428 134012 293134
SLiM_03_sum.txt_boot_015.txt 0.5 0.1082 0.296 0.496 0.696 0.8878 6717.65714285736 9695.77619047623 7812.54761904768 9631.47142857133 8622.07380952382 10330.2071428571 9818.82619047617 12067.1952380952 10604.1738095238 13757.15 134145 293340
SLiM_03_sum.txt_boot_015.txt 0.75 0.1168 0.2921 0.4921 0.6921 0.8753 6633.66666666669 9872.55 7600.55000000004 9480.76666666664 8548.86666666666 10136.55 9555 11617.95 10390 13263.9166666667 134607 293988
SLiM_03_sum.txt_boot_015.txt 0.9 0.1435 0.3067 0.4978 0.6889 0.8544 2621 3798 2950.66666666667 3791.33333333333 3300.83333333333 3765 3615.33333333333 4419.66666666667 3768 4869.33333333333 136453 296268
SLiM_03_sum.txt_boot_016.txt 0 0.1 0.29 0.49 0.69 0.89 6586.11111111017 9757.11111111077 7959.30000000016 9886.29999999953 8669.59999999999 10040.2999999996 10093.4999999997 11972.2999999998 11229.8999999999 14029.1999999999 134020 294141
SLiM_03_sum.txt_boot_016.txt 0.1 0.1045 0.2978 0.4977 0.6976 0.8932 6611.26984126945 9746.51785714267 7965.60555555545 9810.77658730137 8864.42936507925 10177.8686507935 10160.5539682539 12065.2908730156 11054.1571428571 14034.8388888887 134048 294170
SLiM_03_sum.txt_boot_016.txt 0.25 0.1053 0.2973 0.4973 0.6973 0.892 6591.49682539664 9745.35158730158 8014.48333333331 9849.37460317466 8786.8468253968 10257.4496031746 10094.3095238096 11964.8027777778 11144.1948412698 13966.1162698412 134094 294237
SLiM_03_sum.txt_boot_016.txt 0.5 0.1082 0.296 0.496 0.696 0.8878 6705.29523809547 9793.63333333339 7840.50238095246 9776.12619047613 8835.76190476192 10324.719047619 10026.9261904762 11558.4714285714 11072.6666666667 14155.0523809524 134260 294439
SLiM_03_sum.txt_boot_016.txt 0.75 0.1168 0.2919 0.4919 0.6919 0.8751 6777.43333333336 9674.54999999999 7569.75000000005 9739.01666666656 8806.26666666666 10260 9710.33333333333 11645.65 10569.8833333333 13059.1666666667 134759 295073
SLiM_03_sum.txt_boot_016.txt 0.9 0.1429 0.3061 0.4977 0.6893 0.8548 2572 3800 2952.16666666667 3797.5 3285.25 4102.16666666667 3702.33333333333 4360.66666666667 4032 4570 136542 297356
SLiM_03_sum.txt_boot_017.txt 0 0.1 0.29 0.49 0.69 0.89 6646.88888888795 9652.33333333299 7873.80000000011 9663.29999999964 8659.40000000004 9830.19999999963 10084.9999999998 11849.9999999998 10641.1999999997 13714.8999999999 134378 293954
